sample_id,split,sample_kind,primary,crit,haste,mastery,versatility,total_secondary
validation-0108,validation,lhs,2105,558,910,781,1207,3456
validation-0109,validation,lhs,2295,564,720,1297,383,2964
validation-0110,validation,lhs,2249,590,871,214,1494,3169
validation-0111,validation,lhs,2042,400,550,1909,269,3128
validation-0112,validation,dr-edge-mastery,2082,259,192,1929,227,2607
validation-0113,validation,lhs,2003,660,1560,1230,98,3548
validation-0114,validation,lhs,1971,1178,276,1567,777,3798
validation-0115,validation,lhs,1647,155,895,1008,1445,3503
validation-0116,validation,lhs,1756,229,568,422,2524,3743
validation-0117,validation,lhs,1763,2161,1244,303,62,3770
validation-0118,validation,lhs,1893,100,1651,1655,303,3709
validation-0119,validation,lhs,2227,1150,445,305,961,2861
validation-0120,validation,dr-edge-versatility,2220,175,231,429,2545,3380
validation-0121,validation,lhs,1913,913,1063,228,459,2663
validation-0122,validation,lhs,2064,869,149,947,812,2777
validation-0123,validation,lhs,1918,462,2063,1115,44,3684
validation-0124,validation,lhs,1774,62,511,402,1874,2849
validation-0125,validation,lhs,2242,711,960,60,1665,3396
validation-0126,validation,lhs,1780,913,2557,125,66,3661
validation-0127,validation,lhs,1820,36,962,727,1067,2792
test-0000,test,dr-edge-crit,2287,2491,90,659,253,3493
test-0001,test,lhs,1991,1011,980,280,1428,3699
test-0002,test,lhs,1792,1338,373,326,1483,3520
test-0003,test,lhs,2062,101,1678,1203,499,3481
test-0004,test,lhs,1902,133,1322,1021,455,2931
test-0005,test,lhs,1740,1213,1395,165,380,3153
test-0006,test,lhs,1985,187,860,230,1529,2806
test-0007,test,lhs,1646,118,1072,577,1617,3384
test-0008,test,dr-edge-haste,2034,366,3006,113,256,3741
test-0009,test,lhs,2262,845,232,1714,212,3003
test-0010,test,lhs,1906,1945,511,134,109,2699
test-0011,test,lhs,2196,2009,536,291,343,3179
test-0012,test,lhs,1907,944,337,911,1368,3560
test-0013,test,lhs,1799,714,915,1084,185,2898
test-0014,test,lhs,1778,954,1458,496,547,3455
test-0015,test,lhs,1682,1618,264,15,730,2627
test-0016,test,dr-edge-mastery,1748,336,209,2593,105,3243
test-0017,test,lhs,1933,1620,562,879,408,3469
test-0018,test,lhs,1774,128,882,637,1389,3036
test-0019,test,lhs,1843,929,1274,79,380,2662
test-0020,test,lhs,1604,1054,1474,3,422,2953
test-0021,test,lhs,1891,1623,613,1298,318,3852
test-0022,test,lhs,2271,413,181,1671,924,3189
test-0023,test,lhs,1620,248,1784,108,1514,3654
test-0024,test,dr-edge-versatility,1836,379,434,79,2883,3775
test-0025,test,lhs,2001,1379,268,513,1185,3345
test-0026,test,lhs,1926,863,98,1747,498,3206
test-0027,test,lhs,2232,994,273,353,1516,3136
test-0028,test,lhs,2121,387,156,1186,2052,3781
test-0029,test,lhs,2183,487,101,1515,671,2774
test-0030,test,lhs,1984,388,553,587,1526,3054
test-0031,test,lhs,1887,136,459,1940,211,2746
test-0032,test,dr-edge-crit,2206,2052,261,253,408,2974
test-0033,test,lhs,2169,1043,778,313,912,3046
test-0034,test,lhs,1606,986,1998,354,31,3369
test-0035,test,lhs,2219,6,2535,906,160,3607
test-0036,test,lhs,2239,2008,76,695,1072,3851
test-0037,test,lhs,2247,2563,6,269,829,3667
test-0038,test,lhs,1760,1995,449,836,604,3884
test-0039,test,lhs,2295,439,133,1533,1208,3313
test-0040,test,dr-edge-haste,1672,410,2251,214,41,2916
test-0041,test,lhs,1830,362,1560,742,973,3637
test-0042,test,lhs,1678,1261,1237,1082,251,3831
test-0043,test,lhs,1940,185,2287,228,477,3177
test-0044,test,lhs,1666,1889,258,1158,368,3673
test-0045,test,lhs,1707,203,242,171,2203,2819
test-0046,test,lhs,2071,18,876,837,949,2680
test-0047,test,lhs,1638,392,1432,829,570,3223
test-0048,test,dr-edge-mastery,2044,413,476,2682,289,3860
test-0049,test,lhs,2111,142,557,2194,686,3579
test-0050,test,lhs,2096,278,854,1901,379,3412
test-0051,test,lhs,2178,154,1940,376,619,3089
test-0052,test,lhs,1980,540,9,1371,1337,3257
test-0053,test,lhs,1750,862,1133,1076,352,3423
test-0054,test,lhs,2016,217,1391,1050,165,2823
test-0055,test,lhs,1807,472,146,401,2245,3264
test-0056,test,dr-edge-versatility,1953,613,64,207,2724,3608
test-0057,test,lhs,1965,1927,352,295,540,3114
test-0058,test,lhs,2204,1063,92,1553,45,2753
test-0059,test,lhs,2127,927,1857,908,180,3872
test-0060,test,lhs,2212,927,1056,633,122,2738
test-0061,test,lhs,1865,875,54,403,2288,3620
test-0062,test,lhs,2117,1443,192,830,472,2937
test-0063,test,lhs,1720,782,1192,17,704,2695
test-0064,test,dr-edge-crit,2114,3283,133,376,98,3890
test-0065,test,lhs,1871,835,398,1535,122,2890
test-0066,test,lhs,1960,1419,122,2055,91,3687
test-0067,test,lhs,2195,2284,180,792,470,3726
test-0068,test,lhs,1729,1720,510,56,1252,3538
test-0069,test,lhs,1851,134,143,400,2388,3065
test-0070,test,lhs,2224,829,987,278,1611,3705
test-0071,test,lhs,1915,388,199,1567,1249,3403
test-0072,test,dr-edge-haste,1695,337,2090,127,210,2764
test-0073,test,lhs,1665,465,1985,811,323,3584
test-0074,test,lhs,2162,774,2050,145,679,3648
test-0075,test,lhs,1816,508,361,1928,58,2855
test-0076,test,lhs,1881,941,1522,303,21,2787
test-0077,test,lhs,2188,1286,1121,40,153,2600
test-0078,test,lhs,2027,386,1208,1549,175,3318
test-0079,test,lhs,2075,650,974,535,452,2611
test-0080,test,dr-edge-mastery,1785,104,173,2858,245,3380
test-0081,test,lhs,2142,741,243,1521,215,2720
test-0082,test,lhs,2281,489,1875,683,148,3195
test-0083,test,lhs,1876,323,1236,1635,219,3413
test-0084,test,lhs,2016,849,874,214,792,2729
test-0085,test,lhs,1784,954,305,113,1463,2835
test-0086,test,lhs,2078,305,177,112,2119,2713
test-0087,test,lhs,2094,1458,268,386,1039,3151
test-0088,test,dr-edge-versatility,2289,487,293,62,2262,3104
test-0089,test,lhs,1741,518,1930,107,79,2634
test-0090,test,lhs,1612,602,193,192,2746,3733
test-0091,test,lhs,2176,33,102,1323,2365,3823
test-0092,test,lhs,2107,1773,488,586,429,3276
test-0093,test,lhs,2150,603,1393,177,451,2624
test-0094,test,lhs,1686,1071,738,757,599,3165
test-0095,test,lhs,2298,168,1457,649,1384,3658
test-0096,test,dr-edge-crit,2266,2468,591,310,200,3569
test-0097,test,lhs,1827,2607,211,281,116,3215
test-0098,test,lhs,1711,960,1355,217,910,3442
test-0099,test,lhs,2214,571,1167,700,434,2872
test-0100,test,lhs,2090,1792,1440,103,416,3751
test-0101,test,lhs,2022,769,984,433,1141,3327
test-0102,test,lhs,1632,380,1691,1741,3,3815
test-0103,test,lhs,2100,2376,338,505,143,3362
test-0104,test,dr-edge-haste,1697,473,2194,213,219,3099
test-0105,test,lhs,2006,354,1923,38,1379,3694
test-0106,test,lhs,1723,918,774,1102,1015,3809
test-0107,test,lhs,1921,1562,81,773,592,3008
test-0108,test,lhs,1942,12,1650,561,424,2647
test-0109,test,lhs,1733,1671,1122,311,732,3836
test-0110,test,lhs,1628,993,413,1057,458,2921
test-0111,test,lhs,2145,1408,86,638,955,3087
test-0112,test,dr-edge-mastery,2084,118,206,2444,373,3141
test-0113,test,lhs,1955,1689,103,955,559,3306
test-0114,test,lhs,1928,12,334,13,3137,3496
test-0115,test,lhs,1754,488,584,801,1029,2902
test-0116,test,lhs,1968,146,1028,914,752,2840
test-0117,test,lhs,2047,610,554,1397,873,3434
test-0118,test,lhs,1821,204,115,102,2365,2786
test-0119,test,lhs,2235,165,418,1810,275,2668
test-0120,test,dr-edge-versatility,1847,178,184,115,2211,2688
test-0121,test,lhs,1769,1083,172,1285,422,2962
test-0122,test,lhs,1649,330,662,1013,841,2846
test-0123,test,lhs,2010,1296,703,256,980,3235
test-0124,test,lhs,1616,419,78,2616,340,3453
test-0125,test,lhs,1949,448,446,276,2165,3335
test-0126,test,lhs,1838,912,988,467,1108,3475
test-0127,test,lhs,1894,1993,5,602,155,2755
test-0128,test,dr-edge-crit,1811,2984,120,225,225,3554
test-0129,test,lhs,1974,223,612,837,1301,2973
test-0130,test,lhs,1793,1048,1151,1478,86,3763
test-0131,test,lhs,1802,349,479,1559,1414,3801
test-0132,test,lhs,2055,2026,128,326,465,2945
test-0133,test,lhs,2168,68,817,407,2060,3352
test-0134,test,lhs,2137,740,250,1379,1180,3549
test-0135,test,lhs,1876,1233,82,1287,473,3075
test-0136,test,dr-edge-haste,2159,288,1924,237,354,2803
test-0137,test,lhs,1860,1937,1105,165,587,3794
test-0138,test,lhs,1857,713,1216,228,1469,3626
test-0139,test,lhs,2042,2122,945,420,231,3718
test-0140,test,lhs,1717,827,953,1253,93,3126
test-0141,test,lhs,2260,409,1713,171,698,2991
test-0142,test,lhs,1702,498,822,1677,33,3030
test-0143,test,lhs,2029,251,878,1478,414,3021
test-0144,test,dr-edge-mastery,2226,71,282,2408,104,2865
test-0145,test,lhs,1688,264,490,1580,958,3292
test-0146,test,lhs,2253,475,45,117,2651,3288
test-0147,test,lhs,1659,75,669,2304,547,3595
test-0148,test,lhs,2066,602,895,1675,61,3233
test-0149,test,lhs,2129,788,522,1110,850,3270
test-0150,test,lhs,1639,137,990,431,1959,3517
test-0151,test,lhs,1996,441,2111,638,343,3533
test-0152,test,dr-edge-versatility,1625,156,168,346,1980,2650
test-0153,test,lhs,2155,261,2009,810,425,3505
test-0154,test,lhs,1657,1696,1633,332,237,3898
test-0155,test,lhs,1917,319,1354,714,497,2884
test-0156,test,lhs,1764,1734,59,1682,284,3759
test-0157,test,lhs,2251,120,33,1706,1127,2986
test-0158,test,lhs,2275,602,142,1113,1531,3388
test-0159,test,lhs,2058,538,1974,157,392,3061
test-extra-0000,test,outside-primary-low-extreme-crit,1459,2749,74,74,74,2971
test-extra-0001,test,outside-primary-high,2502,66,956,281,1325,2628
test-extra-0002,test,outside-budget-low,2170,398,1658,287,36,2379
test-extra-0003,test,outside-budget-high,2261,136,3241,429,429,4235
test-extra-0004,test,outside-primary-low,1412,171,2030,1202,182,3585
test-extra-0005,test,outside-primary-high-extreme-haste,2501,86,3210,86,86,3468
test-extra-0006,test,outside-budget-low,2033,174,1504,581,30,2289
test-extra-0007,test,outside-budget-high,2052,1260,2586,74,360,4280
test-extra-0008,test,outside-primary-low,1369,875,158,679,1273,2985
test-extra-0009,test,outside-primary-high,2546,63,315,2996,365,3739
test-extra-0010,test,outside-budget-low-extreme-mastery,1887,62,62,2295,62,2481
test-extra-0011,test,outside-budget-high,2152,1636,40,129,2467,4272
test-extra-0012,test,outside-primary-low,1387,0,1090,8,1822,2920
test-extra-0013,test,outside-primary-high,2399,1534,93,19,2157,3803
test-extra-0014,test,outside-budget-low,1830,193,8,1235,997,2433
test-extra-0015,test,outside-budget-high-extreme-versatility,1929,104,104,104,3859,4171
test-extra-0016,test,outside-primary-low,1511,314,337,555,1398,2604
test-extra-0017,test,outside-primary-high,2543,131,550,1536,598,2815
test-extra-0018,test,outside-budget-low,2205,849,649,816,38,2352
test-extra-0019,test,outside-budget-high,2280,1108,690,986,1609,4393
test-extra-0020,test,outside-primary-low-extreme-crit,1490,2671,72,72,72,2887
test-extra-0021,test,outside-primary-high,2417,576,1133,950,430,3089
test-extra-0022,test,outside-budget-low,1918,792,466,1006,55,2319
test-extra-0023,test,outside-budget-high,1717,1411,56,2764,62,4293
test-extra-0024,test,outside-primary-low,1473,1272,255,889,763,3179
test-extra-0025,test,outside-primary-high-extreme-haste,2408,67,2479,67,67,2680
test-extra-0026,test,outside-budget-low,2284,302,77,1025,803,2207
test-extra-0027,test,outside-budget-high,1858,452,1483,854,1403,4192
test-extra-0028,test,outside-primary-low,1517,654,1086,709,513,2962
test-extra-0029,test,outside-primary-high,2497,1822,1039,91,204,3156
test-extra-0030,test,outside-budget-low-extreme-mastery,1721,61,61,2294,61,2477
test-extra-0031,test,outside-budget-high,1890,311,2063,100,1707,4181
